demographic_averages,demographic_counts,epno,score_counts,sid
"{'Males': 5.0, 'Females': 5.0, 'Aged 18-29': 5.7, 'Males Aged 18-29': 5.7, 'Aged 30-44': 4.5, 'Males Aged 30-44': 4.9, 'Females Aged 30-44': 2.5, 'Aged 45+': 5.7, 'Males Aged 45+': 5.0, 'Females Aged 45+': 10.0, 'Top 1000 voters': 5.6, 'US users': 5.2, 'Non-US users': 4.6, 'IMDb users': 5.0}","{'Males': 19, 'Females': 3, 'Aged 18-29': 3, 'Males Aged 18-29': 3, 'Aged 30-44': 12, 'Males Aged 30-44': 10, 'Females Aged 30-44': 2, 'Aged 45+': 7, 'Males Aged 45+': 6, 'Females Aged 45+': 1, 'Top 1000 voters': 11, 'US users': 16, 'Non-US users': 5, 'IMDb users': 26}",16,"{'10': 2, '9': 1, '8': 0, '7': 5, '6': 3, '5': 4, '4': 5, '3': 0, '2': 1, '1': 5}",19
"{'Males': 7.1, 'Females': 5.7, 'Aged 18-29': 6.6, 'Males Aged 18-29': 7.3, 'Females Aged 18-29': 5.5, 'Aged 30-44': 6.7, 'Males Aged 30-44': 7.0, 'Females Aged 30-44': 3.5, 'Aged 45+': 7.9, 'Males Aged 45+': 7.1, 'Females Aged 45+': 10.0, 'Top 1000 voters': 7.1, 'US users': 6.7, 'Non-US users': 6.6, 'IMDb users': 6.9}","{'Males': 23, 'Females': 6, 'Aged 18-29': 6, 'Males Aged 18-29': 3, 'Females Aged 18-29': 2, 'Aged 30-44': 17, 'Males Aged 30-44': 15, 'Females Aged 30-44': 2, 'Aged 45+': 7, 'Males Aged 45+': 5, 'Females Aged 45+': 2, 'Top 1000 voters': 16, 'US users': 22, 'Non-US users': 5, 'IMDb users': 34}",15,"{'10': 8, '9': 2, '8': 2, '7': 7, '6': 7, '5': 3, '4': 3, '3': 0, '2': 0, '1': 2}",19
"{'Males': 4.8, 'Females': 3.5, 'Aged 18-29': 3.8, 'Males Aged 18-29': 8.0, 'Females Aged 18-29': 1.5, 'Aged 30-44': 4.2, 'Males Aged 30-44': 4.5, 'Females Aged 30-44': 1.0, 'Aged 45+': 5.3, 'Males Aged 45+': 4.4, 'Females Aged 45+': 10.0, 'Top 1000 voters': 5.3, 'US users': 4.6, 'Non-US users': 3.2, 'IMDb users': 4.5}","{'Males': 20, 'Females': 4, 'Aged 18-29': 5, 'Males Aged 18-29': 2, 'Females Aged 18-29': 2, 'Aged 30-44': 13, 'Males Aged 30-44': 12, 'Females Aged 30-44': 1, 'Aged 45+': 7, 'Males Aged 45+': 6, 'Females Aged 45+': 1, 'Top 1000 voters': 15, 'US users': 18, 'Non-US users': 4, 'IMDb users': 30}",14,"{'10': 3, '9': 1, '8': 0, '7': 3, '6': 3, '5': 3, '4': 7, '3': 2, '2': 1, '1': 7}",19
"{'Males': 5.7, 'Females': 6.4, 'Aged 18-29': 4.1, 'Males Aged 18-29': 8.3, 'Females Aged 18-29': 5.0, 'Aged 30-44': 5.8, 'Males Aged 30-44': 5.9, 'Females Aged 30-44': 5.4, 'Aged 45+': 6.3, 'Males Aged 45+': 5.3, 'Females Aged 45+': 8.0, 'Top 1000 voters': 6.0, 'US users': 5.9, 'Non-US users': 6.0, 'IMDb users': 5.8}","{'Males': 26, 'Females': 10, 'Aged 18-29': 5, 'Males Aged 18-29': 3, 'Females Aged 18-29': 1, 'Aged 30-44': 24, 'Males Aged 30-44': 18, 'Females Aged 30-44': 6, 'Aged 45+': 8, 'Males Aged 45+': 5, 'Females Aged 45+': 3, 'Top 1000 voters': 15, 'US users': 30, 'Non-US users': 4, 'IMDb users': 41}",13,"{'10': 6, '9': 1, '8': 1, '7': 6, '6': 9, '5': 9, '4': 3, '3': 1, '2': 1, '1': 4}",19
"{'Males': 6.7, 'Females': 5.4, 'Aged 18-29': 5.2, 'Males Aged 18-29': 6.0, 'Females Aged 18-29': 3.5, 'Aged 30-44': 6.6, 'Males Aged 30-44': 6.8, 'Females Aged 30-44': 6.0, 'Aged 45+': 6.6, 'Males Aged 45+': 6.1, 'Females Aged 45+': 7.2, 'Top 1000 voters': 6.5, 'US users': 6.1, 'Non-US users': 6.9, 'IMDb users': 6.2}","{'Males': 23, 'Females': 9, 'Aged 18-29': 6, 'Males Aged 18-29': 3, 'Females Aged 18-29': 2, 'Aged 30-44': 17, 'Males Aged 30-44': 14, 'Females Aged 30-44': 3, 'Aged 45+': 10, 'Males Aged 45+': 6, 'Females Aged 45+': 4, 'Top 1000 voters': 15, 'US users': 23, 'Non-US users': 7, 'IMDb users': 37}",12,"{'10': 6, '9': 1, '8': 3, '7': 9, '6': 7, '5': 4, '4': 2, '3': 0, '2': 0, '1': 5}",19
"{'Males': 7.4, 'Females': 7.4, 'Aged 18-29': 6.7, 'Males Aged 18-29': 6.5, 'Aged 30-44': 7.8, 'Males Aged 30-44': 8.0, 'Females Aged 30-44': 6.0, 'Aged 45+': 7.4, 'Males Aged 45+': 6.9, 'Females Aged 45+': 9.5, 'Top 1000 voters': 6.8, 'US users': 7.3, 'Non-US users': 7.8, 'IMDb users': 7.5}","{'Males': 24, 'Females': 5, 'Aged 18-29': 3, 'Males Aged 18-29': 2, 'Aged 30-44': 16, 'Males Aged 30-44': 13, 'Females Aged 30-44': 3, 'Aged 45+': 11, 'Males Aged 45+': 9, 'Females Aged 45+': 2, 'Top 1000 voters': 17, 'US users': 19, 'Non-US users': 9, 'IMDb users': 39}",11,"{'10': 11, '9': 4, '8': 3, '7': 9, '6': 4, '5': 5, '4': 2, '3': 0, '2': 0, '1': 1}",19
"{'Males': 6.2, 'Females': 5.7, 'Aged 18-29': 7.3, 'Males Aged 18-29': 7.7, 'Females Aged 18-29': 6.0, 'Aged 30-44': 6.1, 'Males Aged 30-44': 6.4, 'Females Aged 30-44': 4.5, 'Aged 45+': 5.5, 'Males Aged 45+': 4.7, 'Females Aged 45+': 7.7, 'Top 1000 voters': 6.2, 'US users': 5.8, 'Non-US users': 7.2, 'IMDb users': 6.3}","{'Males': 28, 'Females': 8, 'Aged 18-29': 5, 'Males Aged 18-29': 3, 'Females Aged 18-29': 1, 'Aged 30-44': 23, 'Males Aged 30-44': 19, 'Females Aged 30-44': 4, 'Aged 45+': 9, 'Males Aged 45+': 6, 'Females Aged 45+': 3, 'Top 1000 voters': 15, 'US users': 29, 'Non-US users': 4, 'IMDb users': 43}",10,"{'10': 7, '9': 0, '8': 1, '7': 7, '6': 16, '5': 7, '4': 1, '3': 2, '2': 0, '1': 2}",19
"{'Males': 6.6, 'Females': 6.3, 'Aged 18-29': 7.0, 'Males Aged 18-29': 7.3, 'Aged 30-44': 6.3, 'Males Aged 30-44': 6.6, 'Females Aged 30-44': 1.0, 'Aged 45+': 6.5, 'Males Aged 45+': 5.8, 'Females Aged 45+': 9.0, 'Top 1000 voters': 6.7, 'US users': 6.2, 'Non-US users': 6.0, 'IMDb users': 5.9}","{'Males': 22, 'Females': 3, 'Aged 18-29': 4, 'Males Aged 18-29': 3, 'Aged 30-44': 14, 'Males Aged 30-44': 13, 'Females Aged 30-44': 1, 'Aged 45+': 8, 'Males Aged 45+': 6, 'Females Aged 45+': 2, 'Top 1000 voters': 16, 'US users': 20, 'Non-US users': 3, 'IMDb users': 32}",9,"{'10': 3, '9': 2, '8': 3, '7': 4, '6': 6, '5': 9, '4': 1, '3': 0, '2': 0, '1': 4}",19
"{'Males': 6.1, 'Females': 5.7, 'Aged 18-29': 6.4, 'Males Aged 18-29': 6.8, 'Aged 30-44': 5.9, 'Males Aged 30-44': 6.3, 'Females Aged 30-44': 1.0, 'Aged 45+': 5.8, 'Males Aged 45+': 5.2, 'Females Aged 45+': 8.0, 'Top 1000 voters': 6.3, 'US users': 5.8, 'Non-US users': 6.5, 'IMDb users': 6.0}","{'Males': 23, 'Females': 3, 'Aged 18-29': 5, 'Males Aged 18-29': 4, 'Aged 30-44': 13, 'Males Aged 30-44': 12, 'Females Aged 30-44': 1, 'Aged 45+': 9, 'Males Aged 45+': 7, 'Females Aged 45+': 2, 'Top 1000 voters': 13, 'US users': 20, 'Non-US users': 4, 'IMDb users': 33}",8,"{'10': 4, '9': 0, '8': 0, '7': 7, '6': 11, '5': 5, '4': 4, '3': 0, '2': 0, '1': 2}",19
"{'Males': 6.2, 'Females': 5.7, 'Aged 18-29': 6.0, 'Males Aged 18-29': 6.0, 'Females Aged 18-29': 6.0, 'Aged 30-44': 6.1, 'Males Aged 30-44': 6.5, 'Females Aged 30-44': 1.0, 'Aged 45+': 5.8, 'Males Aged 45+': 5.7, 'Females Aged 45+': 6.0, 'Top 1000 voters': 5.8, 'US users': 6.1, 'Non-US users': 5.0, 'IMDb users': 6.1}","{'Males': 29, 'Females': 5, 'Aged 18-29': 5, 'Males Aged 18-29': 4, 'Females Aged 18-29': 1, 'Aged 30-44': 18, 'Males Aged 30-44': 17, 'Females Aged 30-44': 1, 'Aged 45+': 11, 'Males Aged 45+': 8, 'Females Aged 45+': 2, 'Top 1000 voters': 14, 'US users': 25, 'Non-US users': 5, 'IMDb users': 45}",7,"{'10': 7, '9': 4, '8': 2, '7': 7, '6': 11, '5': 3, '4': 1, '3': 3, '2': 2, '1': 5}",19
"{'Males': 6.5, 'Females': 6.6, 'Aged 18-29': 7.2, 'Males Aged 18-29': 7.5, 'Females Aged 18-29': 10.0, 'Aged 30-44': 6.7, 'Males Aged 30-44': 7.0, 'Females Aged 30-44': 5.7, 'Aged 45+': 5.9, 'Males Aged 45+': 5.2, 'Females Aged 45+': 9.0, 'Top 1000 voters': 6.1, 'US users': 6.3, 'Non-US users': 6.3, 'IMDb users': 6.6}","{'Males': 22, 'Females': 6, 'Aged 18-29': 6, 'Males Aged 18-29': 4, 'Females Aged 18-29': 1, 'Aged 30-44': 14, 'Males Aged 30-44': 11, 'Females Aged 30-44': 3, 'Aged 45+': 9, 'Males Aged 45+': 7, 'Females Aged 45+': 2, 'Top 1000 voters': 15, 'US users': 23, 'Non-US users': 3, 'IMDb users': 34}",6,"{'10': 7, '9': 1, '8': 5, '7': 6, '6': 4, '5': 5, '4': 2, '3': 2, '2': 0, '1': 2}",19
"{'Males': 3.6, 'Females': 3.2, 'Aged 18-29': 2.8, 'Males Aged 18-29': 4.3, 'Females Aged 18-29': 1.0, 'Aged 30-44': 4.1, 'Males Aged 30-44': 4.4, 'Females Aged 30-44': 1.0, 'Aged 45+': 3.4, 'Males Aged 45+': 2.5, 'Females Aged 45+': 10.0, 'Top 1000 voters': 4.1, 'US users': 3.3, 'Non-US users': 3.3, 'IMDb users': 3.9}","{'Males': 22, 'Females': 4, 'Aged 18-29': 5, 'Males Aged 18-29': 3, 'Females Aged 18-29': 2, 'Aged 30-44': 12, 'Males Aged 30-44': 11, 'Females Aged 30-44': 1, 'Aged 45+': 8, 'Males Aged 45+': 7, 'Females Aged 45+': 1, 'Top 1000 voters': 13, 'US users': 21, 'Non-US users': 3, 'IMDb users': 30}",5,"{'10': 2, '9': 1, '8': 1, '7': 3, '6': 2, '5': 1, '4': 4, '3': 3, '2': 4, '1': 9}",19
"{'Males': 6.5, 'Females': 6.5, 'Aged 18-29': 7.6, 'Males Aged 18-29': 7.7, 'Females Aged 18-29': 7.0, 'Aged 30-44': 6.4, 'Males Aged 30-44': 6.5, 'Females Aged 30-44': 4.5, 'Aged 45+': 6.1, 'Males Aged 45+': 5.3, 'Females Aged 45+': 10.0, 'Top 1000 voters': 6.8, 'US users': 6.1, 'Non-US users': 5.5, 'IMDb users': 6.7}","{'Males': 24, 'Females': 4, 'Aged 18-29': 5, 'Males Aged 18-29': 3, 'Females Aged 18-29': 1, 'Aged 30-44': 18, 'Males Aged 30-44': 16, 'Females Aged 30-44': 2, 'Aged 45+': 6, 'Males Aged 45+': 5, 'Females Aged 45+': 1, 'Top 1000 voters': 15, 'US users': 22, 'Non-US users': 2, 'IMDb users': 35}",4,"{'10': 6, '9': 2, '8': 5, '7': 4, '6': 7, '5': 8, '4': 1, '3': 0, '2': 0, '1': 2}",19
"{'Males': 7.5, 'Females': 6.0, 'Aged 18-29': 6.8, 'Males Aged 18-29': 6.7, 'Females Aged 18-29': 7.0, 'Aged 30-44': 7.5, 'Males Aged 30-44': 7.7, 'Females Aged 30-44': 1.0, 'Aged 45+': 7.9, 'Males Aged 45+': 7.5, 'Females Aged 45+': 10.0, 'Top 1000 voters': 7.1, 'US users': 7.5, 'Non-US users': 7.1, 'IMDb users': 7.1}","{'Males': 25, 'Females': 3, 'Aged 18-29': 5, 'Males Aged 18-29': 3, 'Females Aged 18-29': 1, 'Aged 30-44': 16, 'Males Aged 30-44': 15, 'Females Aged 30-44': 1, 'Aged 45+': 8, 'Males Aged 45+': 7, 'Females Aged 45+': 1, 'Top 1000 voters': 15, 'US users': 21, 'Non-US users': 5, 'IMDb users': 35}",3,"{'10': 7, '9': 2, '8': 4, '7': 11, '6': 3, '5': 6, '4': 0, '3': 0, '2': 0, '1': 2}",19
"{'Males': 6.1, 'Females': 6.2, 'Aged 18-29': 6.9, 'Males Aged 18-29': 6.4, 'Females Aged 18-29': 6.7, 'Aged 30-44': 6.2, 'Males Aged 30-44': 6.4, 'Females Aged 30-44': 4.5, 'Aged 45+': 5.4, 'Males Aged 45+': 4.7, 'Females Aged 45+': 10.0, 'Top 1000 voters': 5.8, 'US users': 6.0, 'Non-US users': 6.4, 'IMDb users': 6.2}","{'Males': 31, 'Females': 8, 'Aged 18-29': 9, 'Males Aged 18-29': 5, 'Females Aged 18-29': 3, 'Aged 30-44': 24, 'Males Aged 30-44': 20, 'Females Aged 30-44': 4, 'Aged 45+': 7, 'Males Aged 45+': 6, 'Females Aged 45+': 1, 'Top 1000 voters': 16, 'US users': 31, 'Non-US users': 5, 'IMDb users': 46}",2,"{'10': 5, '9': 1, '8': 2, '7': 6, '6': 18, '5': 10, '4': 0, '3': 2, '2': 0, '1': 2}",19
"{'Males': 6.2, 'Females': 6.4, 'Aged 18-29': 6.9, 'Males Aged 18-29': 6.9, 'Females Aged 18-29': 10.0, 'Aged 30-44': 6.4, 'Males Aged 30-44': 6.7, 'Females Aged 30-44': 5.5, 'Aged 45+': 5.4, 'Males Aged 45+': 4.5, 'Females Aged 45+': 8.0, 'Top 1000 voters': 5.9, 'US users': 6.0, 'Non-US users': 6.4, 'IMDb users': 6.4}","{'Males': 21, 'Females': 5, 'Aged 18-29': 7, 'Males Aged 18-29': 5, 'Females Aged 18-29': 1, 'Aged 30-44': 13, 'Males Aged 30-44': 11, 'Females Aged 30-44': 2, 'Aged 45+': 7, 'Males Aged 45+': 5, 'Females Aged 45+': 2, 'Top 1000 voters': 15, 'US users': 19, 'Non-US users': 5, 'IMDb users': 33}",1,"{'10': 7, '9': 0, '8': 2, '7': 6, '6': 8, '5': 5, '4': 0, '3': 3, '2': 0, '1': 2}",19
"{'Males': 7.8, 'Females': 6.9, 'Aged 18-29': 7.3, 'Males Aged 18-29': 7.9, 'Females Aged 18-29': 7.0, 'Aged 30-44': 7.4, 'Males Aged 30-44': 7.8, 'Females Aged 30-44': 5.5, 'Aged 45+': 7.8, 'Males Aged 45+': 7.4, 'Females Aged 45+': 9.3, 'Top 1000 voters': 7.1, 'US users': 7.5, 'Non-US users': 7.4, 'IMDb users': 7.5}","{'Males': 37, 'Females': 9, 'Aged 18-29': 12, 'Males Aged 18-29': 7, 'Females Aged 18-29': 4, 'Aged 30-44': 23, 'Males Aged 30-44': 20, 'Females Aged 30-44': 2, 'Aged 45+': 13, 'Males Aged 45+': 10, 'Females Aged 45+': 3, 'Top 1000 voters': 19, 'US users': 28, 'Non-US users': 15, 'IMDb users': 54}",0,"{'10': 16, '9': 4, '8': 6, '7': 12, '6': 5, '5': 8, '4': 0, '3': 1, '2': 0, '1': 2}",19
"{'Males': 6.4, 'Females': 6.0, 'Aged 18-29': 6.2, 'Males Aged 18-29': 5.8, 'Females Aged 18-29': 6.0, 'Aged 30-44': 5.8, 'Males Aged 30-44': 6.2, 'Females Aged 30-44': 1.0, 'Aged 45+': 6.9, 'Males Aged 45+': 6.4, 'Females Aged 45+': 8.0, 'Top 1000 voters': 6.2, 'US users': 6.0, 'Non-US users': 6.6, 'IMDb users': 6.0}","{'Males': 19, 'Females': 5, 'Aged 18-29': 5, 'Males Aged 18-29': 4, 'Females Aged 18-29': 1, 'Aged 30-44': 10, 'Males Aged 30-44': 9, 'Females Aged 30-44': 1, 'Aged 45+': 9, 'Males Aged 45+': 6, 'Females Aged 45+': 3, 'Top 1000 voters': 12, 'US users': 17, 'Non-US users': 5, 'IMDb users': 28}",19,"{'10': 1, '9': 1, '8': 4, '7': 5, '6': 8, '5': 5, '4': 2, '3': 0, '2': 0, '1': 2}",18
"{'Males': 7.7, 'Females': 7.2, 'Aged 18-29': 8.0, 'Males Aged 18-29': 8.3, 'Females Aged 18-29': 7.3, 'Aged 30-44': 7.8, 'Males Aged 30-44': 8.0, 'Females Aged 30-44': 5.7, 'Aged 45+': 6.7, 'Males Aged 45+': 6.2, 'Females Aged 45+': 9.0, 'Top 1000 voters': 6.7, 'US users': 7.7, 'Non-US users': 6.5, 'IMDb users': 7.2}","{'Males': 37, 'Females': 8, 'Aged 18-29': 10, 'Males Aged 18-29': 6, 'Females Aged 18-29': 3, 'Aged 30-44': 23, 'Males Aged 30-44': 20, 'Females Aged 30-44': 3, 'Aged 45+': 12, 'Males Aged 45+': 10, 'Females Aged 45+': 2, 'Top 1000 voters': 17, 'US users': 32, 'Non-US users': 9, 'IMDb users': 54}",18,"{'10': 18, '9': 3, '8': 3, '7': 11, '6': 7, '5': 4, '4': 2, '3': 1, '2': 4, '1': 1}",18
"{'Males': 6.3, 'Females': 6.2, 'Aged 18-29': 7.0, 'Males Aged 18-29': 7.5, 'Females Aged 18-29': 6.0, 'Aged 30-44': 5.8, 'Males Aged 30-44': 6.1, 'Females Aged 30-44': 1.0, 'Aged 45+': 6.5, 'Males Aged 45+': 5.8, 'Females Aged 45+': 9.0, 'Top 1000 voters': 6.0, 'US users': 6.2, 'Non-US users': 6.5, 'IMDb users': 6.2}","{'Males': 19, 'Females': 4, 'Aged 18-29': 4, 'Males Aged 18-29': 2, 'Females Aged 18-29': 1, 'Aged 30-44': 12, 'Males Aged 30-44': 11, 'Females Aged 30-44': 1, 'Aged 45+': 8, 'Males Aged 45+': 6, 'Females Aged 45+': 2, 'Top 1000 voters': 12, 'US users': 17, 'Non-US users': 4, 'IMDb users': 29}",17,"{'10': 1, '9': 2, '8': 4, '7': 6, '6': 7, '5': 6, '4': 1, '3': 0, '2': 0, '1': 2}",18
"{'Males': 7.6, 'Females': 7.1, 'Aged 18-29': 8.1, 'Males Aged 18-29': 8.6, 'Females Aged 18-29': 8.0, 'Aged 30-44': 6.8, 'Males Aged 30-44': 7.0, 'Females Aged 30-44': 4.0, 'Aged 45+': 8.2, 'Males Aged 45+': 7.8, 'Females Aged 45+': 9.0, 'Top 1000 voters': 7.1, 'US users': 7.8, 'Non-US users': 6.6, 'IMDb users': 7.1}","{'Males': 24, 'Females': 6, 'Aged 18-29': 8, 'Males Aged 18-29': 5, 'Females Aged 18-29': 2, 'Aged 30-44': 15, 'Males Aged 30-44': 13, 'Females Aged 30-44': 2, 'Aged 45+': 8, 'Males Aged 45+': 6, 'Females Aged 45+': 2, 'Top 1000 voters': 15, 'US users': 21, 'Non-US users': 8, 'IMDb users': 37}",16,"{'10': 8, '9': 0, '8': 6, '7': 11, '6': 4, '5': 6, '4': 0, '3': 1, '2': 0, '1': 1}",18
"{'Males': 7.7, 'Females': 6.6, 'Aged 18-29': 6.9, 'Males Aged 18-29': 7.8, 'Females Aged 18-29': 8.0, 'Aged 30-44': 7.3, 'Males Aged 30-44': 7.8, 'Females Aged 30-44': 1.0, 'Aged 45+': 7.8, 'Males Aged 45+': 7.4, 'Females Aged 45+': 9.0, 'Top 1000 voters': 7.2, 'US users': 7.5, 'Non-US users': 8.0, 'IMDb users': 7.4}","{'Males': 20, 'Females': 5, 'Aged 18-29': 7, 'Males Aged 18-29': 4, 'Females Aged 18-29': 2, 'Aged 30-44': 11, 'Males Aged 30-44': 10, 'Females Aged 30-44': 1, 'Aged 45+': 8, 'Males Aged 45+': 6, 'Females Aged 45+': 2, 'Top 1000 voters': 13, 'US users': 16, 'Non-US users': 7, 'IMDb users': 32}",15,"{'10': 9, '9': 0, '8': 5, '7': 10, '6': 3, '5': 3, '4': 0, '3': 0, '2': 1, '1': 1}",18
"{'Males': 6.7, 'Females': 6.0, 'Aged 18-29': 7.0, 'Males Aged 18-29': 8.0, 'Females Aged 18-29': 5.0, 'Aged 30-44': 6.2, 'Males Aged 30-44': 6.5, 'Females Aged 30-44': 4.0, 'Aged 45+': 7.3, 'Males Aged 45+': 6.5, 'Females Aged 45+': 9.0, 'Top 1000 voters': 6.3, 'US users': 6.4, 'Non-US users': 6.7, 'IMDb users': 6.4}","{'Males': 20, 'Females': 5, 'Aged 18-29': 4, 'Males Aged 18-29': 2, 'Females Aged 18-29': 1, 'Aged 30-44': 15, 'Males Aged 30-44': 13, 'Females Aged 30-44': 2, 'Aged 45+': 7, 'Males Aged 45+': 5, 'Females Aged 45+': 2, 'Top 1000 voters': 12, 'US users': 20, 'Non-US users': 3, 'IMDb users': 30}",14,"{'10': 2, '9': 0, '8': 8, '7': 7, '6': 5, '5': 5, '4': 0, '3': 1, '2': 0, '1': 2}",18
"{'Males': 8.5, 'Females': 6.7, 'Aged 18-29': 7.3, 'Males Aged 18-29': 8.6, 'Females Aged 18-29': 6.0, 'Aged 30-44': 8.2, 'Males Aged 30-44': 8.4, 'Females Aged 30-44': 6.7, 'Aged 45+': 8.6, 'Males Aged 45+': 8.3, 'Females Aged 45+': 9.0, 'Top 1000 voters': 7.5, 'US users': 7.8, 'Non-US users': 8.5, 'IMDb users': 7.9}","{'Males': 25, 'Females': 9, 'Aged 18-29': 13, 'Males Aged 18-29': 8, 'Females Aged 18-29': 4, 'Aged 30-44': 14, 'Males Aged 30-44': 11, 'Females Aged 30-44': 3, 'Aged 45+': 8, 'Males Aged 45+': 6, 'Females Aged 45+': 2, 'Top 1000 voters': 17, 'US users': 21, 'Non-US users': 7, 'IMDb users': 41}",13,"{'10': 12, '9': 5, '8': 13, '7': 4, '6': 1, '5': 3, '4': 1, '3': 0, '2': 0, '1': 2}",18
"{'Males': 8.2, 'Females': 6.6, 'Aged 18-29': 8.7, 'Males Aged 18-29': 8.6, 'Females Aged 18-29': 8.0, 'Aged 30-44': 7.9, 'Males Aged 30-44': 8.2, 'Females Aged 30-44': 1.0, 'Aged 45+': 7.9, 'Males Aged 45+': 7.6, 'Females Aged 45+': 8.7, 'Top 1000 voters': 7.1, 'US users': 7.8, 'Non-US users': 8.0, 'IMDb users': 7.7}","{'Males': 29, 'Females': 10, 'Aged 18-29': 11, 'Males Aged 18-29': 7, 'Females Aged 18-29': 3, 'Aged 30-44': 17, 'Males Aged 30-44': 15, 'Females Aged 30-44': 1, 'Aged 45+': 12, 'Males Aged 45+': 7, 'Females Aged 45+': 5, 'Top 1000 voters': 17, 'US users': 25, 'Non-US users': 9, 'IMDb users': 49}",12,"{'10': 16, '9': 5, '8': 9, '7': 9, '6': 3, '5': 2, '4': 0, '3': 2, '2': 1, '1': 2}",18
"{'Males': 5.9, 'Females': 4.9, 'Aged 18-29': 5.0, 'Males Aged 18-29': 7.0, 'Females Aged 18-29': 3.0, 'Aged 30-44': 5.6, 'Males Aged 30-44': 5.9, 'Females Aged 30-44': 4.0, 'Aged 45+': 6.0, 'Males Aged 45+': 5.5, 'Females Aged 45+': 9.0, 'Top 1000 voters': 5.5, 'US users': 5.6, 'Non-US users': 5.2, 'IMDb users': 5.5}","{'Males': 22, 'Females': 6, 'Aged 18-29': 4, 'Males Aged 18-29': 2, 'Females Aged 18-29': 2, 'Aged 30-44': 14, 'Males Aged 30-44': 12, 'Females Aged 30-44': 2, 'Aged 45+': 10, 'Males Aged 45+': 8, 'Females Aged 45+': 2, 'Top 1000 voters': 14, 'US users': 21, 'Non-US users': 5, 'IMDb users': 36}",11,"{'10': 2, '9': 1, '8': 2, '7': 11, '6': 3, '5': 6, '4': 4, '3': 1, '2': 3, '1': 3}",18
"{'Males': 7.3, 'Females': 6.0, 'Aged 18-29': 7.2, 'Males Aged 18-29': 8.0, 'Females Aged 18-29': 5.0, 'Aged 30-44': 7.5, 'Males Aged 30-44': 7.6, 'Females Aged 30-44': 1.0, 'Aged 45+': 6.4, 'Males Aged 45+': 5.8, 'Females Aged 45+': 9.0, 'Top 1000 voters': 6.7, 'US users': 7.1, 'Non-US users': 7.2, 'IMDb users': 7.2}","{'Males': 24, 'Females': 4, 'Aged 18-29': 5, 'Males Aged 18-29': 3, 'Females Aged 18-29': 1, 'Aged 30-44': 17, 'Males Aged 30-44': 16, 'Females Aged 30-44': 1, 'Aged 45+': 7, 'Males Aged 45+': 5, 'Females Aged 45+': 2, 'Top 1000 voters': 17, 'US users': 19, 'Non-US users': 7, 'IMDb users': 38}",10,"{'10': 8, '9': 2, '8': 3, '7': 13, '6': 4, '5': 7, '4': 0, '3': 0, '2': 0, '1': 1}",18
"{'Males': 6.3, 'Females': 5.7, 'Aged 18-29': 6.2, 'Males Aged 18-29': 6.7, 'Females Aged 18-29': 5.0, 'Aged 30-44': 6.3, 'Males Aged 30-44': 6.6, 'Females Aged 30-44': 4.0, 'Aged 45+': 6.0, 'Males Aged 45+': 5.3, 'Females Aged 45+': 8.5, 'Top 1000 voters': 5.6, 'US users': 6.0, 'Non-US users': 6.2, 'IMDb users': 6.3}","{'Males': 21, 'Females': 5, 'Aged 18-29': 5, 'Males Aged 18-29': 3, 'Females Aged 18-29': 1, 'Aged 30-44': 14, 'Males Aged 30-44': 12, 'Females Aged 30-44': 2, 'Aged 45+': 8, 'Males Aged 45+': 6, 'Females Aged 45+': 2, 'Top 1000 voters': 14, 'US users': 20, 'Non-US users': 4, 'IMDb users': 34}",9,"{'10': 3, '9': 2, '8': 1, '7': 12, '6': 7, '5': 5, '4': 0, '3': 2, '2': 0, '1': 2}",18
"{'Males': 6.4, 'Females': 6.5, 'Aged 18-29': 7.8, 'Males Aged 18-29': 8.3, 'Females Aged 18-29': 6.0, 'Aged 30-44': 6.0, 'Males Aged 30-44': 6.1, 'Females Aged 30-44': 4.5, 'Aged 45+': 6.5, 'Males Aged 45+': 5.9, 'Females Aged 45+': 9.0, 'Top 1000 voters': 6.1, 'US users': 6.1, 'Non-US users': 6.3, 'IMDb users': 6.2}","{'Males': 19, 'Females': 5, 'Aged 18-29': 4, 'Males Aged 18-29': 3, 'Females Aged 18-29': 1, 'Aged 30-44': 12, 'Males Aged 30-44': 10, 'Females Aged 30-44': 2, 'Aged 45+': 8, 'Males Aged 45+': 6, 'Females Aged 45+': 2, 'Top 1000 voters': 12, 'US users': 18, 'Non-US users': 3, 'IMDb users': 28}",8,"{'10': 2, '9': 0, '8': 3, '7': 8, '6': 8, '5': 5, '4': 0, '3': 0, '2': 0, '1': 2}",18
